ds,avg_daily_air_temp_celsius_helsinki
2007-11-10,3.9250000000000007
2007-11-11,3.4375
2007-11-12,0.9375
2007-11-13,-1.325
2007-11-14,-2.257142857142857
2007-11-15,-3.0749999999999993
2007-11-16,0.5499999999999999
2007-11-17,-2.65
2007-11-18,3.175
2007-11-19,3.9000000000000004
2007-11-20,-0.27499999999999997
2007-11-21,4.1499999999999995
2007-11-22,2.95
2007-11-23,4.5874999999999995
2007-11-24,-1.2375
2007-11-25,2.2375000000000003
2007-11-26,1.1874999999999998
2007-11-27,-0.6875
2007-11-28,-2.3125
2007-11-29,-3.3
2007-11-30,-3.8
2007-12-01,-2.0875000000000004
2007-12-02,1.8625
2007-12-03,2.125
2007-12-04,0.9374999999999999
2007-12-05,1.775
2007-12-06,5.512499999999999
2007-12-07,5.1375
2007-12-08,5.4624999999999995
2007-12-09,4.6875
2007-12-10,4.075
2007-12-11,4.4875
2007-12-12,-0.2500000000000001
2007-12-13,-3.2624999999999997
2007-12-14,-3.2625
2007-12-15,0.7000000000000001
2007-12-16,-0.2875
2007-12-17,-1.0125000000000002
2007-12-18,1.0
2007-12-19,1.7375
2007-12-20,4.475
2007-12-21,3.0250000000000004
2007-12-22,0.9874999999999999
2007-12-23,1.9749999999999999
2007-12-24,3.475
2007-12-25,4.2875
2007-12-26,2.6875000000000004
2007-12-28,5.075
2007-12-29,5.6125
2007-12-30,5.0375000000000005
2007-12-31,2.4750000000000005
2008-01-01,1.3375
2008-01-02,0.12500000000000006
2008-01-03,-2.9625
2008-01-04,-4.075
2008-01-05,-4.7875
2008-01-06,-3.9250000000000003
2008-01-07,-3.4875000000000003
2008-01-08,-2.275
2008-01-09,-0.725
2008-01-10,2.442857142857143
2008-01-11,3.175
2008-01-12,3.45
2008-01-13,2.7624999999999997
2008-01-14,2.5749999999999997
2008-01-16,3.0625
2008-01-17,3.2874999999999996
2008-01-21,2.075
2008-01-22,-1.1500000000000001
2008-01-23,-1.8125
2008-01-24,0.5249999999999999
2008-01-25,2.4250000000000003
2008-01-26,1.5375
2008-01-27,-1.175
2008-01-28,-1.1
2008-01-29,3.1499999999999995
2008-01-30,2.175
2008-01-31,0.9624999999999999
2008-02-01,1.3875
2008-02-02,2.7375
2008-02-03,-0.15000000000000002
2008-02-04,1.1874999999999998
2008-02-05,1.7000000000000002
2008-02-06,2.3875
2008-02-07,1.325
2008-02-08,1.975
2008-02-09,3.0500000000000003
2008-02-10,3.4625000000000004
2008-02-11,2.45
2008-02-12,1.4833333333333334
2008-02-13,1.6142857142857143
2008-02-14,-1.7375
2008-02-15,-5.0375
2008-02-16,-5.8374999999999995
2008-02-17,0.8625
2008-02-18,-0.6249999999999999
2008-02-19,-2.025
2008-02-20,-0.02499999999999991
2008-02-21,1.5499999999999998
2008-02-22,4.050000000000001
2008-02-23,2.725
2008-02-24,1.8
2008-02-25,4.3875
2008-02-26,2.0
2008-02-27,3.2625
2008-02-28,0.7375000000000002
2008-02-29,0.07499999999999997
2008-03-01,0.6285714285714284
2008-03-02,0.075
2008-03-03,-1.125
2008-03-04,-3.6374999999999993
2008-03-05,-2.9250000000000003
2008-03-06,0.225
2008-03-07,1.575
2008-03-08,0.44999999999999996
2008-03-09,2.4
2008-03-10,4.8375
2008-03-11,4.5375
2008-03-12,2.7750000000000004
2008-03-13,1.1571428571428573
2008-03-14,2.3625000000000003
2008-03-15,0.47499999999999987
2008-03-16,-0.2875000000000001
2008-03-17,0.5625
2008-03-18,0.5000000000000001
2008-03-19,-0.9500000000000001
2008-03-20,-2.675
2008-03-21,-3.6875
2008-03-22,-2.9875
2008-03-23,-2.9875000000000003
2008-03-24,-3.0875000000000004
2008-03-25,-0.5374999999999999
2008-03-26,-3.3749999999999996
2008-03-27,-1.3125000000000002
2008-03-28,0.95
2008-03-29,3.4499999999999997
2008-03-30,3.9142857142857146
2008-03-31,5.4624999999999995
2008-04-01,6.7749999999999995
2008-04-02,4.5375000000000005
2008-04-03,6.137499999999999
2008-04-04,5.275
2008-04-05,1.9625000000000001
2008-04-06,5.775
2008-04-07,6.4
2008-04-08,6.4875
2008-04-09,4.0375000000000005
2008-04-10,3.6250000000000004
2008-04-11,3.5749999999999997
2008-04-12,4.6375
2008-04-13,2.85
2008-04-14,4.35
2008-04-15,3.5375
2008-04-16,3.9750000000000005
2008-04-17,5.475
2008-04-21,5.375
2008-04-22,6.3625
2008-04-23,6.5375
2008-04-24,7.6875
2008-04-25,7.262500000000001
2008-04-26,8.475
2008-04-27,9.625
2008-04-28,9.2375
2008-04-29,10.799999999999999
2008-05-01,13.042857142857143
2008-05-02,15.275
2008-05-03,13.6375
2008-05-04,13.625000000000002
2008-05-08,10.85
2008-05-09,11.625000000000002
2008-05-12,11.0625
2008-05-13,7.4875
2008-05-14,6.225
2008-05-15,5.5249999999999995
2008-05-16,6.075
2008-05-17,7.262499999999999
2008-05-18,8.325000000000001
2008-05-19,7.612500000000001
2008-05-20,9.4375
2008-05-21,9.828571428571431
2008-05-22,10.225
2008-05-23,10.512500000000001
2008-05-24,10.125
2008-05-25,10.150000000000002
2008-05-26,12.3
2008-05-27,11.3625
2008-05-28,11.475
2008-05-29,13.912500000000001
2008-05-30,16.85
2008-06-01,13.700000000000001
2008-06-02,17.15
2008-06-03,15.875000000000002
2008-06-04,14.2375
2008-06-05,16.7625
2008-06-06,19.787499999999998
2008-06-07,13.728571428571428
2008-06-08,14.337499999999999
2008-06-09,15.675
2008-06-10,12.525
2008-06-11,13.15
2008-06-12,11.55
2008-06-13,11.75
2008-06-14,12.975
2008-06-15,13.850000000000001
2008-06-16,13.7875
2008-06-17,13.6375
2008-06-18,13.8
2008-06-19,16.025
2008-06-20,14.95
2008-06-21,14.287500000000001
2008-06-22,14.775
2008-06-23,13.2375
2008-06-24,13.542857142857143
2008-06-25,13.8875
2008-06-26,13.5125
2008-06-27,14.362500000000002
2008-06-28,14.299999999999999
2008-06-29,15.049999999999999
2008-06-30,14.987499999999999
2008-07-01,16.525
2008-07-02,18.1375
2008-07-03,15.357142857142856
2008-07-04,21.599999999999998
2008-07-05,17.82857142857143
2008-07-06,13.424999999999999
2008-07-07,13.537500000000001
2008-07-08,15.471428571428573
2008-07-09,15.5125
2008-07-10,15.883333333333335
2008-07-11,17.799999999999997
2008-07-12,18.0125
2008-07-13,18.2375
2008-07-14,16.55
2008-07-15,16.6125
2008-07-16,17.1
2008-07-17,16.15
2008-07-18,16.6375
2008-07-19,17.812499999999996
2008-07-21,18.771428571428572
2008-07-22,17.650000000000002
2008-07-23,19.375
2008-07-24,19.8
2008-07-26,21.7375
2008-07-27,20.6125
2008-07-28,17.375
2008-07-29,18.050000000000004
2008-07-31,20.933333333333334
2008-08-01,20.2
2008-08-02,16.225
2008-08-03,14.975
2008-08-05,15.050000000000002
2008-08-06,13.4375
2008-08-08,16.3125
2008-08-09,17.1625
2008-08-10,15.475000000000001
2008-08-11,16.525
2008-08-12,18.0
2008-08-13,17.6
2008-08-14,17.9375
2008-08-15,17.837500000000002
2008-08-16,14.750000000000002
2008-08-17,18.125
2008-08-18,18.187500000000004
2008-08-19,16.262499999999996
2008-08-20,16.8375
2008-08-21,17.212500000000002
2008-08-22,17.825000000000003
2008-08-23,15.037499999999998
2008-08-24,13.5875
2008-08-25,16.0
2008-08-26,15.125000000000002
2008-08-27,12.299999999999999
2008-08-28,13.8125
2008-08-29,12.0375
2008-08-30,11.0375
2008-08-31,10.325
2008-09-01,9.375
2008-09-02,11.25
2008-09-03,15.0125
2008-09-04,15.4125
2008-09-05,15.4625
2008-09-06,15.274999999999999
2008-09-07,13.6125
2008-09-08,11.9375
2008-09-09,11.083333333333334
2008-09-10,10.299999999999999
2008-09-11,8.850000000000001
2008-09-12,7.9624999999999995
2008-09-13,9.525
2008-09-14,6.925000000000001
2008-09-15,8.025
2008-09-16,7.5125
2008-09-17,6.4875
2008-09-18,7.15
2008-09-19,8.3625
2008-09-20,8.866666666666667
2008-09-21,10.25
2008-09-22,11.799999999999999
2008-09-30,6.9875
2008-10-01,10.2375
2008-10-02,9.924999999999999
2008-10-03,10.400000000000002
2008-10-04,10.762500000000001
2008-10-05,10.825
2008-10-06,10.525
2008-10-07,9.924999999999999
2008-10-08,6.699999999999999
2008-10-09,6.6625
2008-10-14,10.7
2008-10-15,8.5
2008-10-16,9.4125
2008-10-17,8.625
2008-10-18,6.950000000000001
2008-10-19,8.525
2008-10-20,8.5875
2008-10-21,11.137500000000001
2008-10-22,10.15
2008-10-23,9.0375
2008-10-24,9.65
2008-10-25,9.7875
2008-10-26,9.377777777777778
2008-10-27,9.637500000000001
2008-10-28,7.1875
2008-10-29,7.0125
2008-10-30,5.5
2008-10-31,8.928571428571429
2008-11-01,3.916666666666666
2008-11-02,3.3124999999999996
2008-11-03,5.0
2008-11-04,6.65
2008-11-05,4.9125
2008-11-06,1.1375
2008-11-07,3.4625000000000004
2008-11-08,3.8874999999999997
2008-11-09,6.7875
2008-11-10,8.525000000000002
2008-11-11,8.65
2008-11-12,8.25
2008-11-13,7.725
2008-11-14,6.5
2008-11-15,7.025
2008-11-16,4.4125000000000005
2008-11-17,-0.075
2008-11-18,4.671428571428571
2008-11-19,2.0375
2008-11-20,1.0499999999999998
2008-11-21,-1.8125
2008-11-22,-2.2125000000000004
2008-11-23,-2.4125
2008-11-24,-1.1624999999999999
2008-11-25,0.8750000000000001
2008-11-26,0.6625
2008-11-27,3.6499999999999995
2008-11-28,6.95
2008-11-29,4.9125
2008-11-30,3.725
2008-12-01,5.6625
2008-12-02,5.3875
2008-12-03,5.5125
2008-12-04,2.9375
2008-12-05,2.0
2008-12-06,0.15
2008-12-07,-1.3125
2008-12-08,-1.0375
2008-12-09,0.95
2008-12-10,0.8374999999999999
2008-12-11,2.2
2008-12-12,2.65
2008-12-13,4.3
2008-12-14,1.9625
2008-12-15,0.7749999999999999
2008-12-16,-2.0749999999999997
2008-12-17,-0.35
2008-12-18,2.325
2008-12-19,2.925
2008-12-20,2.725
2008-12-21,2.5749999999999993
2008-12-22,2.875
2008-12-23,0.19999999999999996
2008-12-24,-1.0125
2008-12-25,-2.1
2008-12-26,1.6
2008-12-27,0.9749999999999996
2008-12-28,-2.7
2008-12-29,0.6250000000000001
2008-12-30,-1.0
2008-12-31,0.025
2009-01-01,-4.800000000000001
2009-01-02,-8.5625
2009-01-03,-9.5125
2009-01-04,-8.5375
2009-01-05,-8.9125
2009-01-06,-0.25000000000000006
2009-01-07,-8.325
2009-01-08,-6.400000000000001
2009-01-09,0.0
2009-01-10,-0.7124999999999995
2009-01-11,3.325
2009-01-13,4.2375
2009-01-14,3.7250000000000005
2009-01-15,-1.225
2009-01-16,-7.3999999999999995
2009-01-17,-6.225
2009-01-18,-1.4625
2009-01-19,-0.875
2009-01-21,0.75
2009-01-22,-0.4375000000000001
2009-01-23,-2.4499999999999997
2009-01-24,-3.275
2009-01-25,0.5
2009-01-26,-0.8375
2009-01-27,-1.9125
2009-01-28,-1.9124999999999999
2009-01-29,-2.25
2009-01-30,-3.2375
2009-01-31,-12.587499999999999
2009-02-01,-7.1625
2009-02-02,-3.6250000000000004
2009-02-03,-3.7428571428571424
2009-02-04,-2.625
2009-02-05,-3.925
2009-02-06,-3.6
2009-02-07,0.6125
2009-02-08,1.6
2009-02-09,0.675
2009-02-10,0.22499999999999998
2009-02-11,-3.9125
2009-02-12,-5.1375
2009-02-13,-5.550000000000001
2009-02-14,-6.575
2009-02-15,-5.425000000000001
2009-02-16,-8.075
2009-02-17,-8.100000000000001
2009-02-18,-7.7875
2009-02-19,-6.1875
2009-02-20,-3.3125
2009-02-21,-3.5749999999999997
2009-02-22,-3.2249999999999996
2009-02-23,-4.275
2009-02-24,-1.85
2009-02-25,0.4125
2009-02-26,-1.1875
2009-02-27,0.5375000000000001
2009-02-28,-4.4375
2009-03-01,-5.9142857142857155
2009-03-02,-4.887499999999999
2009-03-03,-1.6625
2009-03-04,0.8000000000000002
2009-03-05,0.22499999999999998
2009-03-06,-0.8375000000000001
2009-03-07,-0.7625
2009-03-08,-3.3
2009-03-09,-1.725
2009-03-10,-1.0374999999999999
2009-03-11,0.02499999999999998
2009-03-12,-0.9666666666666668
2009-03-13,0.33749999999999997
2009-03-14,1.375
2009-03-15,0.4
2009-03-16,0.525
2009-03-17,0.9125000000000001
2009-03-18,1.1625
2009-03-19,0.16250000000000003
2009-03-20,-0.4750000000000001
2009-03-21,2.025
2009-03-22,-0.7124999999999999
2009-03-23,-2.5749999999999997
2009-03-24,-2.35
2009-03-25,-4.7250000000000005
2009-03-26,-5.075
2009-03-27,-5.0
2009-03-28,-0.8
2009-03-29,1.7142857142857142
2009-03-30,1.0875
2009-03-31,3.1250000000000004
2009-04-01,3.1750000000000003
2009-04-02,1.2714285714285716
2009-04-03,6.6875
2009-04-04,2.5625000000000004
2009-04-05,3.4499999999999997
2009-04-06,3.1875
2009-04-07,1.525
2009-04-08,1.3875
2009-04-09,2.8625000000000003
2009-04-10,3.8625
2009-04-11,4.275
2009-04-12,2.2285714285714286
2009-04-13,1.8285714285714287
2009-04-14,3.425
2009-04-15,5.199999999999999
2009-04-16,1.3874999999999997
2009-04-17,3.8
2009-04-18,2.125
2009-04-19,0.9874999999999999
2009-04-20,3.8
2009-04-21,1.275
2009-04-22,2.9625
2009-04-23,5.812500000000001
2009-04-24,7.825000000000001
2009-04-25,7.775000000000001
2009-04-26,9.1
2009-04-27,10.6125
2009-04-28,11.299999999999999
2009-04-29,10.7375
2009-04-30,7.1499999999999995
2009-05-01,8.1625
2009-05-02,10.3625
2009-05-03,9.887500000000001
2009-05-04,9.4875
2009-05-05,8.425
2009-05-06,7.687499999999999
2009-05-07,9.5875
2009-05-08,10.237499999999999
2009-05-09,8.587499999999999
2009-05-10,9.366666666666667
2009-05-11,8.825
2009-05-12,10.274999999999999
2009-05-13,10.850000000000001
2009-05-14,9.424999999999999
2009-05-15,9.5375
2009-05-16,8.0625
2009-05-17,10.075000000000001
2009-05-18,10.549999999999999
2009-05-19,11.3375
2009-05-20,10.4375
2009-05-21,9.5875
2009-05-22,10.525
2009-05-23,11.299999999999999
2009-05-24,14.7875
2009-05-25,15.075
2009-05-26,14.599999999999998
2009-05-27,12.350000000000001
2009-05-28,11.4375
2009-05-31,18.7125
2009-06-01,19.5125
2009-06-02,16.1625
2009-06-03,12.5375
2009-06-04,8.162500000000001
2009-06-05,6.425
2009-06-06,7.8500000000000005
2009-06-07,8.424999999999999
2009-06-08,10.7
2009-06-09,10.7125
2009-06-10,13.57142857142857
2009-06-11,13.875000000000002
2009-06-12,15.15
2009-06-13,17.337500000000002
2009-06-14,14.7125
2009-06-15,10.825000000000001
2009-06-16,11.575000000000001
2009-06-17,12.0375
2009-06-18,12.45
2009-06-19,11.7
2009-06-20,12.375
2009-06-21,13.299999999999999
2009-06-22,14.900000000000002
2009-06-23,16.525
2009-06-24,17.8125
2009-06-25,19.4375
2009-06-26,21.95
2009-06-27,17.5125
2009-06-28,19.5625
2009-06-29,19.287499999999998
2009-06-30,17.700000000000003
2009-07-01,17.362499999999997
2009-07-02,22.150000000000002
2009-07-03,18.262499999999996
2009-07-04,14.887500000000001
2009-07-05,12.0625
2009-07-06,12.662500000000001
2009-07-07,13.424999999999999
2009-07-08,16.9625
2009-07-09,17.237499999999997
2009-07-10,17.0125
2009-07-11,17.0
2009-07-12,16.55
2009-07-13,15.424999999999997
2009-07-14,16.65
2009-07-15,18.262500000000003
2009-07-17,19.65
2009-07-18,18.900000000000002
2009-07-19,19.1875
2009-07-20,17.8125
2009-07-21,17.225
2009-07-22,16.3875
2009-07-23,16.549999999999997
2009-07-24,18.185714285714287
2009-07-25,17.725
2009-07-26,17.4875
2009-07-27,18.2
2009-07-28,17.4875
2009-07-29,18.775000000000002
2009-07-30,18.4375
2009-08-02,16.224999999999998
2009-08-03,17.387500000000003
2009-08-04,18.150000000000002
2009-08-05,17.7625
2009-08-06,17.724999999999998
2009-08-07,18.625
2009-08-08,19.3
2009-08-09,20.1375
2009-08-10,18.950000000000003
2009-08-11,19.962500000000002
2009-08-12,17.6875
2009-08-13,16.450000000000003
2009-08-14,15.537500000000001
2009-08-15,15.433333333333332
2009-08-16,15.95
2009-08-17,16.6
2009-08-18,14.124999999999998
2009-08-19,14.987499999999999
2009-08-20,13.425
2009-08-21,14.25
2009-08-22,16.025000000000002
2009-08-23,17.025000000000002
2009-08-24,15.8875
2009-08-25,15.587500000000002
2009-08-26,15.9375
2009-08-27,16.4125
2009-08-28,16.4875
2009-08-29,17.512500000000003
2009-08-30,15.6125
2009-08-31,15.700000000000001
2009-09-01,16.325
2009-09-02,17.5625
2009-09-03,16.1375
2009-09-04,17.262500000000003
2009-09-05,15.8
2009-09-06,14.874999999999998
2009-09-07,14.8625
2009-09-08,15.8375
2009-09-09,17.25
2009-09-10,16.275
2009-09-11,12.8875
2009-09-12,12.462500000000002
2009-09-13,13.612499999999999
2009-09-14,13.312500000000002
2009-09-15,13.0875
2009-09-16,12.525
2009-09-17,11.525000000000002
